page	tags	groups	imageBacked	invisibleText	validates	applies	pageReason	rejectedGroups	groupReasons	taggedLines	lines
75	3	3	false	false	true	all	-	0	-	8	71
76	6	6	false	false	true	all	-	0	-	30	37
77	2	2	false	false	true	all	-	0	-	3	61
78	9	9	false	false	true	all	-	0	-	24	40
79	10	9	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	29	46
80	10	9	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	26	45
81	8	8	false	false	true	all	-	0	-	25	33
84	7	7	false	false	true	all	-	0	-	35	47
85	8	8	false	false	true	all	-	0	-	31	46
86	4	4	false	false	true	partial	-	1	unknownOrigin=1	11	70
88	3	2	true	false	true	all	-	0	-	6	14
89	3	3	false	false	true	all	-	0	-	11	16
90	8	8	false	false	true	all	-	0	-	25	34
91	7	7	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	15	43
92	7	7	false	false	true	partial	-	1	unknownOrigin=1	27	48
93	7	7	false	false	true	all	-	0	-	17	24
94	6	5	false	false	true	all	-	0	-	31	53
95	5	5	false	false	true	all	-	0	-	36	45
96	2	2	false	false	true	all	-	0	-	6	20
97	6	6	false	false	true	all	-	0	-	19	38
98	4	4	false	false	true	partial	-	1	unknownOrigin=1	8	24
99	10	10	false	false	true	partial	-	1	unknownOrigin=1	27	33
100	3	3	false	false	true	all	-	0	-	16	24
101	6	6	false	false	true	all	-	0	-	21	34
102	4	4	false	false	true	all	-	0	-	13	54
103	11	7	false	false	true	partial	-	4	lineSharedByGroups=4	6	43
104	5	5	false	false	true	partial	-	1	unknownOrigin=1	19	34
105	6	6	false	false	true	all	-	0	-	15	24
106	8	8	false	false	true	all	-	0	-	32	34
107	10	10	false	false	true	all	-	0	-	31	33
108	9	9	false	false	true	all	-	0	-	31	33
109	3	3	false	false	true	all	-	0	-	11	55
110	8	8	false	false	true	partial	-	1	unknownOrigin=1	27	35
111	1	1	false	false	true	all	-	0	-	5	36
112	5	5	false	false	true	all	-	0	-	26	32
113	4	4	false	false	true	all	-	0	-	8	23
114	5	5	false	false	true	all	-	0	-	19	35
116	3	2	true	false	true	all	-	0	-	8	14
117	3	3	false	false	true	all	-	0	-	7	23
118	3	3	false	false	true	all	-	0	-	8	34
119	6	6	false	false	true	all	-	0	-	26	35
122	7	7	false	false	true	all	-	0	-	33	41
123	6	6	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	15	37
124	7	7	false	false	true	partial	-	1	unknownOrigin=1	23	34
125	5	5	false	false	true	all	-	0	-	18	53
126	7	7	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	18	23
127	8	8	false	false	true	all	-	0	-	30	32
128	7	7	false	false	true	partial	-	1	unknownOrigin=1	16	40
129	4	4	false	false	true	all	-	0	-	15	34
130	1	1	false	false	true	all	-	0	-	3	22
131	10	4	false	true	true	partial	Tr@L230	0	-	0	35
132	5	5	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	10	28
133	1	1	false	false	true	all	-	0	-	7	9
135	3	3	false	false	true	partial	-	1	unknownOrigin=1	2	7
